station_id;station_name;latitude;longitude;elevation;lat_uncertainty;long_uncertainty;elev_uncertainty;country
22319;RIYADH NEW;24.91667;46.71667;-999;0.00833;0.00833;-9.99999;Saudi Arabia
23805;SRA KAEW;13.78333;102.03333;-999;0.00833;0.00833;-9.99999;Thailand
23860;KAMALASAL;16.31667;103.58333;-999;0.00833;0.00833;-9.99999;Thailand
24779;RAS AL KHAIMAH INTL AP;25.61667;55.93333;-999;0.00833;0.00833;-9.99999;United Arab Emirates
25605;KAILUA/446;20.9;-156.21667;-999;0.00833;0.00833;-9.99999;United States
43683;MANLEY/HOT SPRINGS;65;-150.65;-999;0.00833;0.00833;-9.99999;United States
43975;AKBAJTAL;43.15;64.33333;-999;0.00833;0.00833;-9.99999;Uzbekistan
44039;Santo Domingo;7.58333;-72.06667;-999;0.00833;0.00833;-9.99999;Venezuela
44072;Caracas-La Carlota;10.48333;-66.83333;-999;0.00833;0.00833;-9.99999;Venezuela
44077;La Caada;10.51667;-71.65;-999;0.00833;0.00833;-9.99999;Venezuela
86051;PORT-AUX-FRANCAIS;-49.35;70.25;-999;0.00833;0.00833;-9.99999;[Missing]
86052;PITCAIRN ISLAND AWS A;-25.06667;-130.1;-999;0.00833;0.00833;-9.99999;[Missing]
86053;PITCAIRN;-25.06667;-130.1;-999;0.00833;0.00833;-9.99999;[Missing]
86054;PODGORICA;42.36667;19.25;-999;0.00833;0.00833;-9.99999;[Missing]
86055;VRANJE;42.55;21.91667;-999;0.00833;0.00833;-9.99999;[Missing]
86056;NIS;43.33333;21.9;-999;0.00833;0.00833;-9.99999;[Missing]
86057;KRALJEVO;43.7;20.7;-999;0.00833;0.00833;-9.99999;[Missing]
86058;VELIKOGRADISTE;44.75;21.51667;-999;0.00833;0.00833;-9.99999;[Missing]
86059;BELGRADE;44.8;20.46667;-999;0.00833;0.00833;-9.99999;[Missing]
86060;USHUAIA AERO;-54.83333;-68.31667;-999;0.00833;0.00833;-9.99999;Argentina
86061;RIO GALLEGOS AERO;-51.61667;-69.28333;-999;0.00833;0.00833;-9.99999;Argentina
86062;COMODORO RIVADAVIA AERO;-45.78333;-67.5;-999;0.00833;0.00833;-9.99999;Argentina
86063;VIEDMA AERO;-40.85;-63.01667;-999;0.00833;0.00833;-9.99999;Argentina
86064;NEUQUEN AERO;-38.95;-68.13333;-999;0.00833;0.00833;-9.99999;Argentina
86065;MAR DEL PLATA AERO;-37.93333;-57.58333;-999;0.00833;0.00833;-9.99999;Argentina
86066;SANTA ROSA AERO;-36.56667;-64.26667;-999;0.00833;0.00833;-9.99999;Argentina
86067;EZEIZA AERO;-34.81667;-58.53333;-999;0.00833;0.00833;-9.99999;Argentina
86068;BUENOS AIRES;-34.58333;-58.48333;-999;0.00833;0.00833;-9.99999;Argentina
86069;AEROPARQUE B. AIRES AERO;-34.56667;-58.41667;-999;0.00833;0.00833;-9.99999;Argentina
86070;DON TORCUATO AERO;-34.48333;-58.61667;-999;0.00833;0.00833;-9.99999;Argentina
86071;SAN LUIS AERO;-33.26667;-66.35;-999;0.00833;0.00833;-9.99999;Argentina
86072;ROSARIO AERO;-32.91667;-60.78333;-999;0.00833;0.00833;-9.99999;Argentina
86073;MENDOZA AERO;-32.83333;-68.78333;-999;0.00833;0.00833;-9.99999;Argentina
86074;PARANA AERO;-31.78333;-60.48333;-999;0.00833;0.00833;-9.99999;Argentina
86075;SAUCE VIEJO AERO;-31.7;-60.81667;-999;0.00833;0.00833;-9.99999;Argentina
